talent_id,talent_name,talent_gender,talent_birth_date,talent_age,talent_location,talent_tags,talent_description
fc0f6e4b-c397-40a4-a24c-d08b92aedc45,Pribadi Anwar Wicaksono,L,24/4/1992,31,"Banten, Cilegon",Badminton|Berjiwa petualang|Kpopers|Hiking|Olahraga,"Saya sangat menyukai Kpop, girlband favorit saya TWICE, bias saya Dahyun, saya sangat menyukai setiap lagu TWICE. Saya juga suka berolahraga khususnya badminton"
cbf53ec5-b9cf-4597-b08b-4a2659faff44,Maksimus Wahyudi Syahnur,L,26/9/1987,36,"Sumatera Utara, Gunungsitoli",Humoris|Kritis|Psikolog|Ramah|Pemadam kebakaran,Psikolog yang berkomitmen untuk membantu individu mengatasi tantangan kesehatan mental. Menyediakan layanan konseling dengan pendekatan yang empati dan terapeutik. Sering memberikan seminar dan workshop untuk meningkatkan kesadaran tentang kesehatan mental.
89f5bf65-aa1c-4b74-9a82-cdc3ab861d31,Hery Muchsin La'lang Ramdhani,L,22/7/1978,45,"DKI Jakarta, Administrasi Jakarta Barat",Penyanyi|Ahli biologi|Musisi|Sastra|Skena,Penyanyi dengan keahlian khusus dalam musikalisasi puisi dan vokal. Saya sering tampil di acara-acara seni dan menghasilkan karya seni yang menyatukan kata-kata indah dengan melodi memikat.
6e5991cc-0291-4c9c-9668-f3b7f0ad4c1f,Finesh Anggraeni Karina,P,25/8/2006,17,"Sumatera Utara, Tebing Tinggi",Sabar|Dokter|Disiplin|Ramah|Kesehatan,Dokter yang berfokus pada pengobatan holistik. Saya mengintegrasikan pendekatan medis konvensional dengan terapi alternatif untuk merawat pasien secara menyeluruh. Selalu berusaha untuk meningkatkan kesehatan dan kesejahteraan masyarakat.
f9b93b0f-db1b-4613-8767-292b7e29e9c9,Dyah Utina Denisya,P,11/2/1991,32,"Jawa Timur, Pasuruan",Sabar|Gym|Disiplin|Ramah|Kesehatan,Pengajar fitness yang ahli dalam Pilates dan kebugaran umum. Saya memiliki pengalaman melatih individu untuk mencapai tujuan kesehatan dan kebugaran mereka. Senang berbagi pengetahuan tentang gaya hidup sehat.
53421c7b-5c31-4518-baa6-afd07473c8fb,Aulia Asyhari Amalanda,P,23/7/2002,21,"Kalimantan Tengah, Kotawaringin Barat",Memanjat|Optimis|Pembuat perhiasan|Kreatif|Ramah,Pembuat konten yang aktif di platform YouTube. Saya menciptakan video-vlog kreatif tentang berbagai topik yang menarik perhatian pemirsa.
3af93772-2cb0-4e98-85eb-37ea1eb79958,Viajeng Denisya,P,10/12/1993,30,"Kepulauan Bangka Belitung, Batam",Ambisius|Cerdas|Astrografi|Intelektual|Astronom,Astronom yang memiliki ketertarikan dalam ilmu bintang dan pengamatan langit. Sering mengadakan acara pengamatan bintang untuk membagikan pengetahuan tentang alam semesta.
197a7fe4-ca2e-430d-bf21-dc3929565e0e,Yansyah Aljufrie Restiantoro Tenrian,L,26/7/2002,21,"Jawa Timur, Surabaya",Desain|Ambisius|Fashion|Arkeolog|Kreatif,Perancang mode yang menciptakan desain busana unik. Saya selalu mencari inspirasi baru dan berkomitmen untuk menciptakan pakaian yang mencerminkan gaya dan kepribadian.
9d7c4c25-b800-4ac3-baf8-aeab68a2c462,Yudha Ishaq,L,17/6/2003,20,"Sumatera Barat, Padang Panjang",Koki|Memasak|Cerdas|Kreatif|Ramah,Koki dengan keahlian dalam memasak masakan tradisional dan kuliner dunia. Sering mengadakan kelas memasak dan menyukai eksperimen dengan bahan-bahan baru untuk menciptakan rasa yang unik.
a88e96b9-c2d2-439e-9ace-71afddef6486,Ariyadi Mutiara Purnama Sambouw,P,25/1/1994,29,"Jawa Timur, Probolinggo",Ahli ekologi|Percaya diri|Kreatif|Trading|3D Modelling,Podcaster yang membahas topik pengembangan diri dan motivasi. Suka mengundang narasumber inspiratif untuk berbagi cerita dan tips untuk mencapai potensi terbaik dalam hidup.
931c2814-1f84-404f-851a-7fb075835d95,Georgya Ari Saidilah Saputra,L,25/5/1982,41,"Kalimantan Selatan, Banjarbaru",Pengajar|Bisnis|Disiplin|Kreatif|Konsultan,Pengajar bisnis yang membantu pemilik bisnis mengembangkan strategi bisnis yang efektif. Saya memiliki latar belakang dalam konsultasi bisnis dan senang melihat bisnis berkembang dan berhasil.
fe74e622-43c9-4715-825a-034199bd48af,Syamtah Utami Dwi Betteng,P,11/12/1994,29,"Sumatera Selatan, Pagaralam",Sastra|Disiplin|Kreatif|Penulis|Penulis lagu,Penyair dengan kecintaan pada kata-kata dan sastra. Sering menulis puisi yang menggugah dan mencerminkan berbagai aspek kehidupan. Aktif dalam pertemuan sastra untuk berbagi karya dan pengalaman dengan sesama penulis.
538f8301-6e6c-4820-9eb5-4fb077938ca9,Suraya Najibah Savirah,P,1/1/1983,40,"Sumatera Barat, Sawahlunto",Sutradara|Editor|Kreatif|Penulis|Film,Dokumenter yang menghasilkan film-film dokumenter yang mendalam. Saya memiliki keahlian dalam menyampaikan cerita melalui medium visual dan sering berfokus pada isu-isu sosial dan lingkungan.
cd23fd35-8b63-494a-a86d-5e3fc768c1ce,Fiona Aprilia,P,16/11/1978,45,"Aceh, Lhokseumawe",Optimis|Bisnis|Kutu buku|Konsultan|Motivator,Konsultan keuangan yang membantu individu dan perusahaan mengelola keuangan mereka. Saya memiliki pengalaman dalam memberikan saran investasi dan manajemen keuangan yang cerdas.
8204f89e-38c2-469d-8562-a5e6ad814c34,Maghriza Ghefiira Adzra Sabila,P,19/3/1995,28,"Aceh, Banda Aceh",Akting|Disiplin|Kreatif|Penulis|Film,Penulis naskah dengan fokus pada drama dan skenario. Suka menciptakan cerita yang menggugah emosi dan memikat pemirsa. Sering berkolaborasi dengan sutradara dan produser untuk membawa kisah ke layar lebar.
63033218-389c-4377-854c-dd415337b623,Sherina Nahda Pare,P,27/2/1987,36,"Nusa Tenggara Barat, Mataram",Editor|Disiplin|Kreatif|Perfeksionis|Ramah,Editor video yang berpengalaman dalam produksi multimedia dan efek visual. Saya memiliki pengalaman dalam menciptakan konten video yang menarik dan kreatif untuk berbagai platform.
80603117-36c2-4c64-ae2a-df2bfe152caf,Putri Julia Sari Inka,P,14/11/1998,25,"Maluku, Ambon",Sabar|Cerdas|Pengajar|Yoga|Disiplin,Pengajar yoga yang juga mempromosikan kesadaran diri dan kesehatan mental. Saya mengintegrasikan latihan yoga dengan prinsip mindfulness untuk membantu orang mencapai keseimbangan dalam kehidupan mereka.
962d6932-2345-4a81-8935-3fec18407dbb,Hermawardani Putri,P,26/12/1989,34,"Sumatera Utara, Pematangsiantar",Ahli biologi|Skena|Kreatif|Traveling|Penulis,"Blogger yang fokus pada topik perjalanan dan gaya hidup. Sering membagikan pengalaman perjalanan, tips, dan tren gaya hidup melalui tulisan dan gambar. Suka berinteraksi dengan pembaca melalui platform blog."
16525664-936e-4d2f-881b-4ada79aaaa37,Fresesiensi Febiola Jenny Apriana,P,28/9/2007,16,"Sumatera Barat, Lima Puluh Kota",Editor|Fotografer|Ramah|Fotografi|Pialang saham,Fotografer yang mengkhususkan diri dalam pemotretan fashion dan editorial. Sering bekerja dengan model dan desainer untuk menciptakan portofolio yang menonjol. Memiliki visi artistik yang kuat dalam fotografi fashion.
87ab9b72-a368-4f1f-b62e-deb71d03de32,Aditya Khairi Juhari,L,24/8/2007,16,"Jawa Barat, Cimahi",Ambisius|Cerdas|Peneliti|Dermawan|Intelektual,Peneliti sosial dengan fokus pada studi gender dan keberagaman kultural. Saya aktif dalam proyek-proyek penelitian yang mendukung pemahaman tentang isu-isu sosial dan keberagaman di masyarakat.
18a3f3af-987f-4032-8b6f-18201756326b,Kevin Kalsum Putri Gianti,P,22/9/1983,40,"Maluku Utara, Ternate",Cerdas|Arkeolog|Kreatif|Bekerja|Arsitek,"Desainer interior dengan keahlian dalam arsitektur dan dekorasi. Suka menciptakan ruang yang estetis dan fungsional. Terampil dalam merancang berbagai jenis proyek, mulai dari rumah tinggal hingga ruang komersial."
4a690553-dc10-422d-ad2d-8722ccb11640,Puspita Nurlinda,P,2/12/2007,16,"Jawa Barat, Sukabumi",Cerdas|Pengajar|Kreatif|Seni|Intelektual,Guru seni yang mendidik siswa dalam seni rupa dan kreativitas. Sering mengadakan pameran seni siswa untuk mempromosikan karya-karya mereka. Memotivasi siswa untuk mengeksplorasi ekspresi kreatif mereka.
b7e3b220-2c95-4400-9dd0-6eb73590f254,Ramadanu Muhammad,L,3/1/2004,19,"Maluku Utara, Tidore Kepulauan",Coding|Inovatif|Traveling|Bekerja|Programmer,"Perancang permainan dengan keahlian dalam pengembangan game. Suka menciptakan pengalaman bermain yang unik dan menarik. Terlibat dalam seluruh siklus pengembangan game, dari konsep hingga peluncuran."
1d152227-b6c7-4f1a-a878-f3ff5bd1ef4f,Anisha Nurrahmah Putri,P,7/11/1986,37,"Kalimantan Utara, Tarakan",Membaca|Patriotik|Kurator|Kreatif|Rebahan,Pendongeng yang spesialis dalam bercerita untuk anak-anak. Suka menggunakan cerita untuk mengajarkan nilai-nilai pendidikan dan moral. Sering tampil di sekolah-sekolah untuk memotivasi dan menghibur anak-anak.
2a4b5b55-fabb-4dcc-9588-f1dab07e9225,Firdaus Peratama,L,13/4/1983,40,"Sulawesi Tenggara, Kendari",Cerdas|Prank|Visioner|Konsultan|Ramah,Konsultan keberlanjutan yang memberikan saran tentang praktik bisnis yang ramah lingkungan dan penerapan energi terbarukan. Berkomitmen untuk membantu perusahaan menuju arah yang lebih berkelanjutan.
03d149b4-056b-4609-bc16-fc8bea09ff80,Yasmine Fransisca Fresesiensi,P,23/10/1983,40,"Jawa Timur, Pasuruan",Penata rambut|Menjahit|Visioner|Kreatif|Bekerja,Spesialis desain UX yang fokus pada menciptakan pengalaman pengguna yang intuitif dan menarik. Memahami kebutuhan pengguna dan menerapkan prinsip desain untuk meningkatkan kualitas produk digital.
4324ca33-e1b0-4693-8b66-5b48bef51e4d,Farisy Muhammad Aditya Ahmad,L,2/11/2005,18,"Lampung, Metro",Suka menolong|Ilmuwan data|Kreatif|Penulis|Arsitek,"Desainer interior dengan keahlian dalam arsitektur dan dekorasi. Suka menciptakan ruang yang estetis dan fungsional. Terampil dalam merancang berbagai jenis proyek, mulai dari rumah tinggal hingga ruang komersial."
16ed6f94-cd3a-48be-9f06-248f25623112,Muhammad Hibatul,L,10/8/1990,33,"DKI Jakarta, Administrasi Jakarta Utara",Ambisius|Pengajar|Disiplin|Kreatif|Seni,Guru seni yang mendidik siswa dalam seni rupa dan kreativitas. Sering mengadakan pameran seni siswa untuk mempromosikan karya-karya mereka. Memotivasi siswa untuk mengeksplorasi ekspresi kreatif mereka.
8d68a99c-7644-4d2e-9c0b-9054ae202c38,Arsyide Adhitya,L,13/7/1986,37,"Jawa Barat, Cirebon",Coding|Inovatif|Ambisius|Kreatif|Programmer,"Perancang permainan dengan keahlian dalam pengembangan game. Suka menciptakan pengalaman bermain yang unik dan menarik. Terlibat dalam seluruh siklus pengembangan game, dari konsep hingga peluncuran."
bca6acfa-18bd-46ee-9896-ffcfd4c9f1d2,Rizki Osama Tathagata Fikry,L,11/8/2000,23,"Kalimantan Selatan, Banjarbaru",Analitis|Ambisius|Inovatif|Peneliti|Intelektual,Ahli fisika dengan fokus pada penelitian energi nuklir. Suka menggali potensi energi alternatif dan berkontribusi pada pengembangan teknologi yang berkelanjutan.
bfae1619-dac3-4082-bea8-8625548ac43a,Zahra Richa Inka Elvara,P,24/6/1999,24,"Maluku, Ambon",Budaya|Cerdas|Pengajar|Penerjemah|Intelektual,Pengajar bahasa asing yang memiliki keahlian dalam penerjemahan dan pemahaman budaya. Mendorong siswa untuk mengembangkan keterampilan bahasa dan memahami keanekaragaman budaya.
7ca5ad83-b534-4aa7-8b55-553ed15636b5,Iffah Arief Abdul Abimanyu,L,14/7/1992,31,"Sumatera Barat, Padang Panjang",Yoga|Pengajar|Disiplin|Ramah|Olahraga,Pengajar senam yang mengajarkan kelas zumba dan kebugaran. Sering mengadakan sesi latihan yang energetik dan menyenangkan untuk membantu orang mencapai tujuan kebugaran mereka.
cb29b720-efa0-4179-854b-2521c8f9c9e7,Syafa Ayu Asyhari Agnesty,P,16/10/1996,27,"Bali, Denpasar",Teknologi|Visioner|Konsultan|Ramah|Intelektual,Konsultan hubungan masyarakat yang ahli dalam membangun merek dan kehadiran online. Suka menciptakan strategi branding yang efektif dan memanfaatkan media sosial untuk mencapai audiens yang lebih luas.
82040fd4-e978-4baf-95ee-b5ce4a1c4092,Frizka Adelina Aminah Vivia,P,21/12/2003,20,"Riau, Pekanbaru",Ambisius|Musisi|Memancing|Lari|Kreatif,Pemain cello dengan dedikasi pada musik klasik dan pertunjukan orkestra. Sering berkolaborasi dengan musisi lain untuk menciptakan harmoni yang indah. Menyukai eksplorasi musik dari berbagai periode.
f8518c6a-3883-46d9-89ba-08085d853c9a,Hani Ariyadi,P,5/5/1995,28,"Jawa Tengah, Pekalongan",Coding|Inovatif|Kreatif|Programmer|Film,Ahli pemrograman Python yang berfokus pada machine learning dan kecerdasan buatan. Sering terlibat dalam proyek-proyek inovatif yang memanfaatkan teknologi terkini.
6a55aaf6-4c71-4fba-ab7b-cf79c6bd22b9,Husein Hamid Salim Wafi,L,10/9/2007,16,"Sulawesi Utara, Kotamobagu",Mendaki|Optimis|Animator|Kreatif|Bekerja,Animator karikatur dengan keahlian dalam animasi 2D dan karakter. Sering terlibat dalam proyek animasi yang menghibur dan memikat pemirsa. Menghasilkan karakter animasi yang unik dan menggemaskan.
c524a8c4-cbca-49ea-ba23-1a79a88f98b9,Hermansyah Al Ilham,L,28/12/1998,25,"Jawa Tengah, Pekalongan",Sabar|Komposer|Pengajar|Disiplin|Ramah,Pengajar matematika yang memberikan kursus online untuk membantu siswa memahami konsep matematika dengan cara yang interaktif dan menyenangkan. Mendorong pembelajaran mandiri dan pengembangan keterampilan matematika.
d7f32756-0a15-4280-9936-9f84069deeb3,Ummu Fransisca,P,2/4/1982,41,"Gorontalo, Gorontalo",Coding|Inovatif|Riang|Bekerja|Programmer,Pengembang aplikasi mobile yang memiliki keahlian dalam Flutter dan React Native. Sering membuat aplikasi mobile yang responsif dan inovatif. Memahami tren terkini dalam pengembangan aplikasi.
f13cbfe4-b6ad-4e49-b2c2-e56b197b8407,Wahyuningrum Dalmiana Putri,P,17/1/1998,25,"Kalimantan Selatan, Kotabaru",Cerdas|Visioner|Bisnis|Konsultan|Montir mobil,Konsultan keuangan pribadi yang membantu individu merencanakan dan mengelola keuangan mereka. Memberikan saran tentang investasi cerdas dan strategi perencanaan keuangan untuk mencapai tujuan keuangan.
fd4126a9-6bee-48ec-b010-6da5c2179937,Muhammad Muhammad,L,4/4/1998,25,"Jawa Timur, Pasuruan",Diskusi|Desain|Sabar|Pengajar|Disiplin,Guru biologi yang berkomitmen pada pendidikan dan edukasi lingkungan. Sering mengadakan kegiatan belajar di alam terbuka dan memotivasi siswa untuk peduli terhadap keberlanjutan alam.
0baf74b8-93aa-4b0f-ac7b-fc83e53fff2e,Wigiandino Nugraha Muhammad,L,13/8/1992,31,"DI Yogyakarta, Yogyakarta",Memasak|Menggambar|Kritis|Perfeksionis|Kuliner,Kreator konten kuliner yang menyajikan resep dan ulasan restoran melalui berbagai platform. Sering berbagi pengalaman kuliner dan memberikan inspirasi untuk memasak di rumah atau mencoba tempat makan baru.
429b90df-2a96-4dd5-bb7b-2cd6db827162,Saputra Rafli Muhammad,L,12/5/2002,21,"Kepulauan Bangka Belitung, Tanjungpinang",Kritis|Peneliti|Penulis|Perfeksionis|Intelektual,Penulis artikel ilmiah dengan fokus pada penelitian dan ilmu pengetahuan. Sering menerbitkan tulisan di jurnal-jurnal ilmiah dan berkontribusi pada pengembangan pengetahuan dalam bidang tertentu.
8e4b7d2e-25a8-4ece-bb9b-83963bf2e8e4,Putri Aniesyah Suraya Julia,P,25/1/1990,33,"DI Yogyakarta, Yogyakarta",Sabar|Cerdas|Pengajar|Disiplin|Olahraga,Pengajar Pilates yang berdedikasi untuk meningkatkan kesehatan fisik dan kesejahteraan. Memberikan kelas Pilates yang difokuskan pada penguatan inti dan fleksibilitas. Mendorong gaya hidup sehat melalui latihan fisik teratur.
2da79e84-bcc7-4690-a5ac-73a37723ae21,Nuryanda Yasmin Elisatriani Asmara,P,29/1/2001,22,"Maluku, Tual",Teknologi|Kritis|Programmer|Perfeksionis|Intelektual,Ahli keamanan informasi yang memahami pentingnya privasi dan keamanan data. Sering memberikan saran tentang praktik keamanan siber yang efektif dan terus memantau tren keamanan terkini.
af32318e-d85e-48a3-af1b-7f54891fd088,Benazer Febriani Baiq,P,9/9/2002,21,"Kalimantan Selatan, Kotabaru",Pemandu wisata|Seniman|Musisi|Kreatif|Pemadam kebakaran,Koreografer dengan keahlian dalam tari kontemporer dan teater musikal. Sering mengarahkan pertunjukan tari yang inovatif dan memukau. Menggabungkan elemen-elemen artistik untuk menciptakan pengalaman teater yang luar biasa.
ce9c6c39-ab1f-473f-8078-c95d29312061,Zefanya Ainun,P,14/7/2007,16,"Aceh, Lhokseumawe",Coding|Inovatif|Bekerja|Fleksibel|Programmer,Pengembang web dengan keahlian khusus dalam pemrograman Python dan pengembangan dengan kerangka kerja Django. Sering membuat aplikasi web yang responsif dan berkinerja tinggi.
d7d013a3-c4f5-4777-b51e-b4b10739a0d0,Arifiananda Elmiyanto Ghefiira,P,26/11/2003,20,"Jawa Timur, Probolinggo",Badminton|Budaya|Cerdas|Independen|Penerjemah,Ahli linguistik dengan minat pada studi bahasa dan penerjemahan. Sering terlibat dalam proyek penerjemahan dan menganalisis struktur bahasa untuk pemahaman mendalam tentang variasi linguistik.
30b39bf9-cebe-4bff-9ef8-790597d502da,Sulaiman Prita Moni,P,30/8/2002,21,"Sulawesi Selatan, Makassar",Penyanyi|Riang|Musisi|Prank|Menyanyi,Penyanyi jazz dengan vokal yang merdu. Sering tampil dalam pertunjukan musik live di berbagai tempat. Menyajikan interpretasi unik pada lagu-lagu jazz klasik dan kontemporer.
05d1ee73-0475-40c6-89d4-5cb7e5abf18f,Kurniawan Febrianto Wahyu Arbain,L,1/2/2007,16,"DKI Jakarta, Administrasi Jakarta Pusat",Humoris|Berkebun|Visioner|Bisnis|Konsultan,Konsultan pemasaran digital yang mengkhususkan diri dalam SEO dan strategi konten. Memberikan panduan untuk meningkatkan visibilitas online dan mencapai target audiens melalui kampanye pemasaran yang efektif.
3e6dd873-fcd8-41b1-9663-29c15af4d624,Asih Sintaa Wina,P,6/1/1993,30,"Kalimantan Timur, Samarinda",Menggambar|Akting|Sejarah|Kreatif|Intelektual,Desainer logo dengan fokus pada branding dan identitas visual. Suka menciptakan desain yang mencerminkan nilai dan karakter unik setiap merek. Terampil dalam mengkomunikasikan pesan melalui elemen visual.
cff8ab44-b250-4340-9e5c-9bb6cb96a85d,Arianti Sabila Ramadhani Rachma,P,16/11/1999,24,"Jawa Timur, Pasuruan",Coding|Inovatif|Humoris|Kreatif|Programmer,Pengembang game mobile dengan keahlian dalam Unity dan kreativitas dalam pembuatan gameplay yang menarik. Sering menghadirkan ide-ide inovatif dalam pengembangan permainan mobile yang menarik pemain.
1b18b89b-5434-422d-b2d9-294e4c64657e,Ramadan Rasyid,L,6/7/1981,42,"Sulawesi Utara, Kotamobagu",Romantis|Ambisius|Konservasi|Peneliti|Independen,Peneliti ekologi yang berfokus pada konservasi alam dan pemulihan ekosistem. Suka menyelidiki interaksi ekologis dan memberikan solusi untuk pelestarian keanekaragaman hayati.
ea7201c8-b969-4f51-9faa-3f8e861c8356,Wahyu Supriatna Pratama Wahyudi,L,18/12/1991,32,"Banten, Tangerang",Kesehatan|Optimis|Psikolog|Seni|Intelektual,Psikolog klinis yang menawarkan layanan terapi untuk mendukung kesehatan mental. Sering berpartisipasi dalam penelitian-penelitian kesehatan mental dan menyediakan solusi terapeutik untuk individu.
1d091616-24e0-41c1-929e-c240f0935d7b,Quita Afdilla Yusuf Dwi,P,14/5/1999,24,"Nusa Tenggara Barat, Mataram",Komposer|Prank|Musisi|Pengajar|Kreatif,Pengajar seni musik dengan keahlian dalam mengajar instrumen dan teori musik. Mendorong siswa untuk mengeksplorasi ekspresi kreatif melalui musik dan memahami dasar-dasar teori musik.
26974fbe-40d2-4c50-8270-41443fdb95cf,Putri Fitri Mariana,P,23/1/1987,36,"DKI Jakarta, Administrasi Jakarta Selatan",Coding|Bekerja|Content creator|Main kartu|Intelektual,Profesional analisis data dengan keahlian dalam statistik dan machine learning. Suka menggali wawasan dari data untuk mendukung pengambilan keputusan yang informasional.
13132a45-bac1-454f-85d2-300d909ed895,Elisatriani Rezyka,P,4/5/2007,16,"Jawa Timur, Pasuruan",Surfing|Arkeolog|Disiplin|Kreatif|Ramah,Kreator konten pendidikan yang menghasilkan materi edukasi melalui platform YouTube. Fokus pada penyampaian materi dengan cara yang menarik dan mudah dipahami.
7bdad265-2df2-41ef-8925-79950844e121,Anisa Dwi Meli Febriana,P,21/4/1994,29,"Sumatera Utara, Padangsidimpuan",Dubbing|Desain|Humoris|Kreatif|Ramah,Desainer UI/UX yang ahli dalam prototyping dan desain antarmuka pengguna. Sering berkolaborasi dengan pengembang untuk menciptakan pengalaman pengguna yang intuitif dan estetis.
971a931c-4873-4e5b-b1a2-81a4a39b317b,Mega Zabrina,P,14/8/1993,30,"Jawa Barat, Depok",Cerdas|Pengajar|Disiplin|Bekerja|Eksperimen,Guru kimia yang mengajarkan pelajaran dengan pendekatan eksperimental. Sering melakukan eksperimen dalam pembelajaran untuk meningkatkan pemahaman siswa tentang konsep-konsep kimia.
de831a2d-4d6e-41aa-a092-e779003cc50f,Silfia Nurkalika Fitria,P,30/9/1992,31,"Sulawesi Utara, Tomohon",Inovatif|Teknologi|Kreatif|Peneliti|Intelektual,Peneliti teknologi yang berfokus pada inovasi dan pengembangan produk. Terlibat dalam proyek-proyek penelitian untuk menciptakan solusi teknologi yang revolusioner.
63c79d40-29f1-48cb-bdd4-3a311fe5f310,Samsul Adrianur,L,2/10/1997,26,"Jawa Tengah, Semarang",Desain|Inovatif|Menggambar|Kreatif|Kerja,Perancang kemasan dengan keahlian dalam branding dan desain produk. Suka menciptakan kemasan yang menarik dan berfungsi untuk memperkuat identitas merek. Terlibat dalam pengembangan desain produk yang estetis.
364d3e46-c28f-4a0f-9a3a-fa16e06a9dae,Rinda Dwi Pokkombong Agnesty,P,27/7/1991,32,"Jawa Barat, Depok",Analitis|Cerdas|Visioner|Bisnis|Konsultan,Ahli analisis bisnis dengan fokus pada pengembangan strategi dan optimasi proses. Suka mencari cara untuk meningkatkan efisiensi operasional dan mencapai tujuan bisnis.
cc3630f4-8920-480b-8a11-4cb98a1af8af,Wanda Ayass Hammam,L,5/11/1986,37,"Kalimantan Barat, Pontianak",Coding|Editor|Kreatif|Bekerja|Ramah,Editor video dengan keahlian dalam post-production dan visual editing. Sering bekerja dengan proyek-proyek kreatif untuk menciptakan konten video yang menarik dan berkualitas tinggi.
9c8a4c93-22ed-4739-9609-e033fca2ca3c,Iqbal Muhammad Khalis Hairil,L,31/5/2005,18,"Sulawesi Utara, Manado",Cerdas|Prank|Peneliti|Konsultan|Intelektual,Ahli pertanian dengan fokus pada tanaman organik dan permaculture. Sering memberikan saran tentang praktik pertanian berkelanjutan dan metode penanaman yang ramah lingkungan.
169b2050-8f9b-47d1-a46a-46cb97279f62,Sapira Azzahra,P,20/3/1990,33,"Sumatera Selatan, Palembang",Ambisius|Seniman|Animator|Kreatif|Ramah,"Animator 3D dengan keahlian dalam modeling dan teknik animasi. Sering menghasilkan animasi 3D yang realistis untuk berbagai proyek, mulai dari iklan hingga film animasi."
19b60d3b-e615-4288-991b-95f5d2ff9221,Ramadhan Muhammad Ilham,L,23/11/2002,21,"Jawa Barat, Sukabumi",Kesehatan|Dokter|Desainer interior|Peneliti|Intelektual,Ahli epidemiologi yang terlibat dalam penelitian kesehatan dan analisis pandemi. Suka menyelidiki pola penyebaran penyakit dan memberikan rekomendasi untuk pengendalian dan pencegahan.
332b82dd-eb9a-46bd-8785-f28310580fbf,Abdi Ramadanu Ihsan Igsan,L,16/10/1980,43,"Aceh, Langsa",Optimis|Pengajar|Fotografi|Fotografer|Perfeksionis,Pengajar fotografi yang memberikan pelatihan tentang teknik pengambilan foto dan pengolahan gambar. Sering mengadakan workshop untuk meningkatkan keterampilan fotografi bagi para penggemar dan pemula.
29d2c692-8e4e-4332-8d68-ec736759dd88,Pratama Putra Bima,L,25/11/1982,41,"Nusa Tenggara Timur, Kupang",Kesehatan|Dokter|Peneliti|Ramah|Intelektual,Ahli kesehatan masyarakat yang berfokus pada promosi kesehatan dan penelitian kesehatan. Sering terlibat dalam proyek-proyek yang mendukung upaya pencegahan penyakit dan peningkatan kesejahteraan masyarakat.
12e01139-b3c0-45ce-9294-0874665886c6,Rachman Priatna Sholeh Muhammad,L,14/11/2003,20,"Sumatera Utara, Medan",Sabar|Budaya|Cerdas|Pengajar|Disiplin,Pengajar bahasa Inggris yang memberikan kursus online untuk pengembangan keterampilan berbahasa. Sering memberikan metode pengajaran inovatif untuk meningkatkan pemahaman dan kepercayaan diri berbahasa Inggris.
49850020-8586-4d78-ba14-201a31091379,Mutiya Putri Simanjuntak Mayang,P,6/10/1997,26,"Kalimantan Utara, Tarakan",Kesehatan|Dokter|Disiplin|Perfeksionis|Intelektual,Spesialis penyakit jantung yang fokus pada bidang kardiologi dan pencegahan penyakit jantung. Memberikan saran medis dan rekomendasi gaya hidup sehat untuk mencegah masalah kesehatan jantung.
eb053056-95b9-4ed9-b69d-df5942949c36,Hasugian Fikry,L,27/5/2002,21,"DKI Jakarta, Administrasi Jakarta Pusat",Analitis|Inovatif|Teknologi|Visioner|Diplomat,Pemimpin proyek teknologi dengan keahlian dalam manajemen proyek dan inovasi. Sering memimpin tim pengembangan untuk menciptakan solusi teknologi yang efektif dan efisien.
434653d7-0a45-4e88-99fc-ad06249b201f,Asjad Agung Ramadan,L,13/9/2001,22,"Kalimantan Selatan, Banjarmasin",Coding|Inovatif|Kreatif|Bekerja|Programmer,"Pengembang front-end dengan keahlian dalam HTML, CSS, dan JavaScript. Sering menciptakan antarmuka pengguna yang responsif dan menarik untuk aplikasi web dan situs."
1b716f0a-d95f-45fc-b46e-4443554ca3ff,Febriani Sari,P,4/12/1997,26,"Jawa Barat, Bandung",Teknologi|Kpopers|Peneliti|Perfeksionis|Intelektual,Peneliti bioteknologi dengan fokus pada genetika dan mikrobiologi. Terlibat dalam penelitian untuk mengembangkan solusi inovatif dalam bidang bioteknologi dan kontribusi pada pemahaman lebih lanjut tentang genetika.
77552341-9ea2-427d-b854-501ceb0360b3,Lestari Sundari,P,22/10/1983,40,"Kalimantan Selatan, Banjarbaru",Riang|Gamers|Kurator|Rebahan|Seni,"Kurator museum dengan keahlian dalam seni dan riwayat alam. Bertanggung jawab atas pengelolaan dan pameran koleksi museum, serta mendokumentasikan artefak dan karya seni."
2a335d19-d04e-454f-baf6-2399420847fe,Helvy Dwini Inka Seftiara,P,14/5/1984,39,"Jawa Timur, Malang",Analitis|Coding|Inovatif|Programmer|Perfeksionis,"Pengembang backend dengan keahlian dalam Node.js, MongoDB, dan RESTful API. Sering merancang dan mengimplementasikan server yang dapat diandalkan untuk mendukung aplikasi web dan layanan."
2bf3ca5f-d8e8-454c-be44-1d74af8a9909,Raditya Putra Farhan,L,30/11/2002,21,"Kalimantan Timur, Samarinda",Humoris|Cerdas|Sastra|Kreatif|Penulis,Penulis fiksi dengan fokus pada penulisan cerpen dan novel. Sering mengeksplorasi tema-tema psikologis dan mendalam dalam karya-karya fiksi untuk menghadirkan pengalaman membaca yang memikat.
